Time,Connectivity
0.00,1
0.17,1
0.33,1
0.50,0
0.67,0
0.83,0
1.00,0
1.17,0
1.33,0
1.50,0
1.67,0
1.83,0
2.00,0
2.17,0
2.33,0
2.50,0
2.67,0
2.83,0
3.00,0
3.17,0
3.33,0
3.50,0
3.67,0
3.83,0
4.00,0
4.17,0
4.33,0
4.50,0
4.67,0
4.83,0
5.00,0
5.17,0
5.33,0
5.50,0
5.67,0
5.83,0
6.00,0
6.17,0
6.33,0
6.50,0
6.67,0
6.83,0
7.00,0
7.17,0
7.33,0
7.50,0
7.67,0
7.83,0
8.00,0
8.17,0
8.33,0
8.50,0
8.67,0
8.83,0
9.00,0
9.17,0
9.33,0
9.50,0
9.67,0
9.83,0
10.00,0
10.17,0
10.33,0
10.50,0
10.67,0
10.83,0
11.00,0
11.17,0
11.33,0
11.50,0
11.67,0
11.83,0
12.00,0
12.17,0
12.33,0
12.50,0
12.67,0
12.83,0
13.00,0
13.17,0
13.33,0
13.50,0
13.67,0
13.83,0
14.00,0
14.17,0
14.33,0
14.50,0
14.67,0
14.83,0
15.00,0
15.17,0
15.33,0
15.50,0
15.67,0
15.83,0
16.00,0
16.17,0
16.33,0
16.50,0
16.67,0
16.83,0
17.00,0
17.17,0
17.33,0
17.50,0
17.67,0
17.83,0
18.00,0
18.17,0
18.33,0
18.50,0
18.67,0
18.83,0
19.00,0
19.17,0
19.33,0
19.50,0
19.67,1
19.83,1
20.00,1
20.00,1
20.17,1
20.33,1
20.50,1
20.67,1
20.83,1
21.00,1
21.17,1
21.33,1
21.50,1
21.67,1
21.83,1
22.00,1
22.17,1
22.33,1
22.50,1
22.67,1
22.83,1
23.00,1
23.17,1
23.33,1
23.50,1
23.67,1
23.83,0
24.00,0
24.17,0
24.33,0
24.50,0
24.67,0
24.83,0
25.00,0
25.17,0
25.33,0
25.50,0
25.67,0
25.83,0
26.00,0
26.17,0
26.33,0
26.50,0
26.67,0
26.83,0
27.00,0
27.17,0
27.33,0
27.50,0
27.67,0
27.83,0
28.00,0
28.17,0
28.33,0
28.50,0
28.67,0
28.83,0
29.00,0
29.17,0
29.33,0
29.50,0
29.67,0
29.83,0
30.00,0
30.17,0
30.33,0
30.50,0
30.67,0
30.83,0
31.00,0
31.17,0
31.33,0
31.50,0
31.67,0
31.83,0
32.00,0
32.17,0
32.33,0
32.50,0
32.67,0
32.83,0
33.00,0
33.17,0
33.33,0
33.50,0
33.67,0
33.83,0
34.00,0
34.17,0
34.33,0
34.50,0
34.67,0
34.83,0
35.00,0
35.17,0
35.33,0
35.50,0
35.67,0
35.83,0
36.00,0
36.17,0
36.33,0
36.50,0
36.67,0
36.83,0
